#{"t_start": 1788727982.4585605, "env_id": "None"}
r,l,t
10.930898,96,819.957562
14.148927,96,821.420886
9.202322,96,822.615824
11.892745,96,823.893944
16.591296,96,825.240432
16.186328,96,826.429471
11.476275,96,827.657168
17.730876,96,828.880982
17.46652,96,830.079301
14.091019,96,831.212519
9.737478,96,832.350937
12.421375,96,833.461811
14.927898,96,834.596288
13.404278,96,835.70185
13.810293,96,836.924369
8.509902,96,838.09535
15.609614,96,839.384866
8.65311,96,840.548022
9.233553,96,841.726848
10.092467,96,843.090479
11.853293,96,844.319777
9.501988,96,845.573021
7.79347,96,846.900145
12.908589,96,848.09148
14.307988,96,849.299663
9.438836,96,850.507937
14.59902,96,851.68005
13.953178,96,852.82243
11.721278,96,853.98913
11.889772,96,855.113163
9.581352,96,856.258874
18.563401,96,857.38213
14.066496,96,858.514064
14.256686,96,859.887151
7.919243,96,861.050829
7.103732,96,862.200546
9.666348,96,863.363404
14.238892,96,864.585964
13.027217,96,865.832199
10.466108,96,867.072771
12.00313,96,868.338294
15.764798,96,869.609035
8.150944,96,870.895247
17.091411,96,872.123673
7.093302,96,873.410365
13.375134,96,874.616072
9.88495,96,875.825148
13.181982,96,877.014636
17.85928,96,878.265374
12.869105,96,879.511312
10.845744,96,880.8176
13.401475,96,882.019643
8.772759,96,883.322116
10.828097,96,884.536045
18.09366,96,885.687809
6.817546,96,886.850127
15.738912,96,888.070461
10.408946,96,889.320615
9.900638,96,890.647525
15.691871,96,891.993774
7.385237,96,893.26461
10.014201,96,894.587843
8.768938,96,896.043359
4.841493,96,897.314575
10.089029,96,898.703829
13.237005,96,900.062235
10.235429,96,901.452474
9.463717,96,902.733334
11.121178,96,904.006204
14.292238,96,905.278192
6.024906,96,906.553607
16.769374,96,907.773646
16.220258,96,909.040326
8.712434,96,910.370142
9.652108,96,911.881535
14.726199,96,913.132005
10.077533,96,914.386792
14.833079,96,915.690345
10.215575,96,916.989735
9.106369,96,918.35215
13.806681,96,919.512202
16.158401,96,920.66502
16.460239,96,921.801025
13.005661,96,922.999238
11.173879,96,924.183521
10.656665,96,925.538148
16.956504,96,926.808297
13.709619,96,928.098863
17.90597,96,929.393945
10.506097,96,930.58803
12.530268,96,931.761809
11.96985,96,932.957948
10.90353,96,934.222632
9.882414,96,935.401596
7.998048,96,936.577614
8.445968,96,937.78157
5.33847,96,938.945354
17.961468,96,940.082108
16.373009,96,941.406052
15.660893,96,942.560922
9.683473,96,943.702048
12.216895,96,944.84366
10.367388,96,945.961193
8.556049,96,947.112375
14.910386,96,948.238082
10.653041,96,949.356193
10.734143,96,950.492127
10.485148,96,951.60102
10.668142,96,952.754686
10.496428,96,953.908925
8.203311,96,955.036218
10.424202,96,956.152923
15.155884,96,957.283543
9.222769,96,958.473279
10.55877,96,959.690422
10.566845,96,960.863477
15.329766,96,962.013091
10.170409,96,963.178813
8.279339,96,964.326539
18.630417,96,965.49663
15.985584,96,966.75853
12.822628,96,967.989508
