#{"t_start": 1788728950.8747554, "env_id": "None"}
r,l,t
-30.979262,96,29.25556
-37.026954,96,29.340881
-29.242143,96,29.45601
-25.547273,96,29.528412
-30.009957,96,29.596272
-29.71873,96,29.715914
-30.584884,96,29.78805
-28.582852,96,29.903233
-33.31128,96,29.968506
-30.363407,96,30.036488
-31.275916,96,30.170943
-21.637481,96,30.237037
-38.936683,96,30.309894
-33.558096,96,30.436468
-36.884072,96,30.506663
-29.399171,96,30.620406
-30.364349,96,30.688878
-39.210098,96,30.756576
-44.297453,96,30.869244
-31.587695,96,30.936033
-34.93655,96,31.001616
-26.473875,96,31.112915
-32.803405,96,31.186405
-39.538406,96,31.303785
-30.69071,96,31.379328
-41.774775,96,31.453063
-20.24915,96,31.571673
-36.793602,96,31.653527
-29.88425,96,31.721415
-27.198577,96,31.839446
-25.951901,96,31.910635
-30.228454,96,32.026772
-31.063859,96,32.097396
-31.057211,96,32.164675
-30.053995,96,32.276566
-23.354238,96,32.364803
-28.790059,96,32.434496
-21.571784,96,32.546365
-27.43122,96,32.615779
-41.028066,96,32.731501
-35.193921,96,32.799778
-42.696923,96,32.867566
-19.133024,96,32.981904
-32.94503,96,33.051692
-40.95814,96,33.122129
-32.943935,96,33.249617
-24.377966,96,33.320827
-32.505198,96,33.447514
-33.696112,96,33.516883
-40.975154,96,33.589434
-25.936991,96,33.706435
-25.710635,96,33.780787
-24.610601,96,33.849787
-25.194992,96,33.965226
-22.436563,96,34.035672
-24.956849,96,34.150368
-30.847018,96,34.221725
-26.142703,96,34.304283
-23.163045,96,34.419081
-36.187331,96,34.497214
-44.109568,96,34.564762
-36.20728,96,34.680452
-42.695488,96,34.751243
-34.050262,96,34.867472
-34.722972,96,34.933362
-38.225144,96,35.001911
-28.922717,96,35.117483
-21.311827,96,35.190603
-26.331738,96,35.256846
-31.47077,96,35.371508
-28.261532,96,35.439752
-26.878468,96,35.551668
-33.183967,96,35.619187
-27.812188,96,35.687698
-23.898314,96,35.799739
-30.678091,96,35.868003
-36.500376,96,35.934859
-18.54115,96,36.05274
-35.987023,96,36.12157
-57.885899,96,36.236752
-32.967519,96,36.317265
-26.344982,96,36.400345
-32.943579,96,36.517535
-43.465284,96,36.585706
-30.575513,96,36.658095
-29.214093,96,36.770734
-30.488652,96,36.840029
-42.036342,96,36.953841
-30.918675,96,37.024063
-24.62108,96,37.09079
-22.756814,96,37.326688
-29.083526,96,37.415677
-30.72781,96,37.48123
-30.055786,96,37.598957
-28.076357,96,37.669358
-32.595438,96,37.794017
-31.112941,96,37.867057
-30.884024,96,37.937627
-31.079386,96,38.051772
-26.607336,96,38.120083
-25.126013,96,38.191407
-34.442999,96,38.320033
-20.626,96,38.398369
-35.336321,96,38.516752
-25.463354,96,38.587777
-31.833178,96,38.659937
-42.387423,96,38.78358
-42.346076,96,38.860756
-25.977909,96,38.932458
-26.945666,96,39.045145
-24.217553,96,39.110528
-33.945597,96,39.228006
-38.090774,96,39.311947
-34.883115,96,39.382943
-26.397721,96,39.497448
-22.204465,96,39.569266
-46.241209,96,39.64392
-42.031838,96,39.768251
-21.42813,96,39.838572
-24.191904,96,39.95823
-37.062197,96,40.02812
-25.288328,96,40.098002
-26.031399,96,40.221684
-34.450411,96,40.29177
-28.341903,96,40.364136
-31.775302,96,40.484088
-38.474579,96,40.553677
-32.628144,96,40.671302
-39.031111,96,40.741851
-22.674026,96,40.812804
-27.11836,96,40.936495
-35.311625,96,41.014626
-26.284151,96,41.090781
-31.752072,96,41.212351
-23.421933,96,41.28077
-30.048011,96,41.405453
-26.383342,96,41.481071
-22.320804,96,41.55568
-25.958287,96,41.671934
-26.892782,96,41.741549
-28.108225,96,41.809021
-22.477146,96,41.925841
-27.706681,96,41.995147
-24.52807,96,42.112729
-27.262666,96,42.183138
-27.07085,96,42.254783
-25.382727,96,42.376736
-25.324248,96,42.448978
-30.284524,96,42.529974
-28.277603,96,42.663807
-27.38457,96,42.735543
-33.113571,96,42.856379
-27.493148,96,42.931896
-27.385662,96,43.001845
-26.094031,96,43.119677
-24.691283,96,43.199279
-26.510557,96,43.275273
-31.663196,96,43.413206
-25.560093,96,43.482627
-25.898505,96,43.600613
-32.022108,96,43.677909
-30.826839,96,43.748772
-21.837666,96,43.864154
-30.687586,96,43.940554
-25.77988,96,44.018813
-33.861203,96,44.138487
-20.824548,96,44.216259
-20.471921,96,44.342733
-21.285329,96,44.424107
-24.819393,96,44.493931
-27.823603,96,44.611846
-25.670157,96,44.682635
-32.101139,96,44.751594
-26.993222,96,44.867689
-30.198789,96,44.935929
-20.20322,96,45.047901
-25.301091,96,45.113677
-27.058175,96,45.186474
-31.195265,96,45.300385
-26.871568,96,45.369846
-26.681747,96,45.441118
-34.856665,96,45.557902
-26.622981,96,45.626099
-26.827529,96,45.742081
-29.414195,96,45.80769
-26.19142,96,45.876044
-24.009315,96,45.993434
-28.114539,96,46.063858
-28.291377,96,46.147528
-20.862024,96,46.27348
-27.804468,96,46.344041
-27.883773,96,46.460894
-27.052463,96,46.534002
-38.808234,96,46.605168
-20.495833,96,46.722296
-25.216713,96,46.791608
-26.201927,96,46.86172
-22.093559,96,46.976133
-22.223985,96,47.047409
-19.889214,96,47.166152
-24.517332,96,47.233095
-23.245493,96,47.302972
-21.607552,96,47.424061
-23.390353,96,47.495724
-38.275819,96,47.568801
-23.26165,96,47.687481
-24.153702,96,47.755786
-28.481692,96,47.871333
-20.747598,96,47.939206
-30.313434,96,48.007215
-18.719775,96,48.127609
-28.453732,96,48.198117
-19.802157,96,48.264942
-29.506028,96,48.390425
-15.660523,96,48.463264
-23.088759,96,48.583206
-26.254014,96,48.652113
-21.348099,96,48.720213
-28.384797,96,48.838568
-28.113065,96,48.909714
-41.313468,96,48.9764
-24.890849,96,49.09435
-25.185552,96,49.162817
-23.994437,96,49.297903
-26.621581,96,49.363562
-27.223735,96,49.432289
-24.628316,96,49.550069
-49.27415,96,49.618124
-30.230308,96,49.684985
-25.4619,96,49.805157
-32.365212,96,49.87583
-38.218754,96,49.994574
-21.283448,96,50.062469
-23.089408,96,50.131663
-18.52445,96,50.257156
-34.032322,96,50.329246
-38.911109,96,50.399874
-15.577061,96,50.517042
-35.823829,96,50.586151
-35.614413,96,50.717536
-32.20029,96,50.784825
-19.838315,96,50.855338
-21.484544,96,50.972363
-15.464914,96,51.038129
-20.568338,96,51.105447
-29.120436,96,51.233704
-19.560389,96,51.301966
-21.31612,96,51.419787
-39.295253,96,51.490527
-24.082824,96,51.560537
-23.248562,96,51.677585
-20.127298,96,51.751078
-18.852146,96,51.820001
-30.965378,96,51.938411
-40.038703,96,52.005664
-24.697077,96,52.12092
-22.626835,96,52.203629
-28.511002,96,52.282691
-21.193238,96,52.404461
-17.29048,96,52.476391
-23.763341,96,52.547357
-25.516103,96,52.670986
-23.024803,96,52.745249
-26.816948,96,52.871801
-19.984411,96,52.939867
-29.655677,96,53.01052
-21.288497,96,53.132124
-19.63907,96,53.207761
-25.686674,96,53.276451
-33.132674,96,53.398462
-25.847431,96,53.469295
-30.698105,96,53.598084
-20.389824,96,53.684834
-24.568472,96,53.758899
-24.959138,96,53.903421
-19.753868,96,53.970652
-28.644417,96,54.037684
-17.772605,96,54.156201
-31.410746,96,54.239961
-24.73478,96,54.358465
-26.873259,96,54.430336
-26.842862,96,54.501308
-24.922942,96,54.616317
-27.526918,96,54.685049
-20.918099,96,54.753057
-25.035062,96,54.874631
-24.864558,96,54.942506
-34.287029,96,55.064936
-28.195298,96,55.133582
-23.033417,96,55.212017
-20.642249,96,55.331949
-30.819111,96,55.400618
-26.681703,96,55.46964
-24.635542,96,55.586974
-17.974232,96,55.652794
-24.904901,96,55.77163
-33.119225,96,55.840037
-35.653187,96,55.908343
-26.595991,96,56.021434
-23.396881,96,56.090794
-28.643075,96,56.164169
-25.572154,96,56.298862
-21.362711,96,56.369351
-25.808731,96,56.489834
-26.694167,96,56.558314
-30.471683,96,56.626731
-22.191387,96,56.740447
-31.937908,96,56.808311
-46.535884,96,56.877819
-22.333431,96,56.993023
-24.634949,96,57.060737
-35.687978,96,57.185014
-25.789799,96,57.252096
-15.253923,96,57.318434
-33.948678,96,57.436466
-31.076187,96,57.50606
-19.554151,96,57.574769
-20.800878,96,57.689941
-20.973473,96,57.758471
-21.07442,96,57.874537
-26.582195,96,57.945587
-41.176744,96,58.0133
-24.115902,96,58.141978
-26.358306,96,58.23911
-21.962858,96,58.308317
-29.945347,96,58.428484
-27.138353,96,58.498415
-23.950984,96,58.614111
-20.432231,96,58.682459
-29.64952,96,58.751823
-30.018699,96,58.879842
-27.595685,96,58.948162
-26.69914,96,59.021642
-26.754725,96,59.142229
-32.641059,96,59.217819
-30.638313,96,59.340267
-18.023612,96,59.4058
-29.57409,96,59.47331
-22.387473,96,59.591988
-22.767981,96,59.65811
-24.416574,96,59.731707
-29.654929,96,59.850729
-24.498632,96,59.928155
-23.767823,96,60.044048
-24.651947,96,60.111426
-22.553328,96,60.191111
-29.647776,96,60.315128
-22.465,96,60.382969
-30.063704,96,60.455837
-31.748721,96,60.575473
-22.135145,96,60.646639
-25.608378,96,60.764408
-23.019366,96,60.83367
-29.880933,96,60.903442
-26.351438,96,61.019975
-24.588861,96,61.088859
-27.023046,96,61.156552
-22.680008,96,61.29046
-21.672576,96,61.364152
-30.278942,96,61.481951
-22.411652,96,61.553225
-31.598143,96,61.622928
-16.460625,96,61.739443
-26.724865,96,61.806115
-21.610888,96,61.873304
-27.298347,96,61.987541
-24.285944,96,62.054147
-26.687231,96,62.182293
-24.785235,96,62.25011
-19.130453,96,62.315807
-24.936997,96,62.440534
-21.316938,96,62.506255
-26.711583,96,62.573094
-25.981785,96,62.688284
-24.138617,96,62.75348
-18.589127,96,62.866676
-24.94109,96,62.93663
-27.684784,96,63.005396
-20.841977,96,63.127147
-30.441979,96,63.212601
-27.434103,96,63.280856
-27.945992,96,63.39726
-20.41661,96,63.463341
-22.33043,96,63.583205
-20.140549,96,63.650893
-22.800767,96,63.71897
-21.595394,96,63.83534
-23.164659,96,63.900608
-24.652117,96,63.972284
-25.902685,96,64.090888
-27.44169,96,64.156485
-18.207481,96,64.282149
-23.403941,96,64.350266
-20.647177,96,64.418708
-15.070626,96,64.540025
-31.94224,96,64.607796
-21.45713,96,64.674857
-25.922411,96,64.791439
-22.336438,96,64.857532
-26.121716,96,64.974516
-25.450263,96,65.04793
-22.846016,96,65.113286
-24.564026,96,65.242532
-21.1202,96,65.317874
-22.431935,96,65.387834
-28.980956,96,65.505958
-21.30197,96,65.572847
-24.2997,96,65.695548
-22.478005,96,65.769961
-25.071012,96,65.834302
-27.103887,96,65.955143
-20.905906,96,66.026526
-24.531431,96,66.094534
-24.30646,96,66.222085
-31.801148,96,66.29725
-22.586511,96,66.443946
-19.769091,96,66.517068
-30.111582,96,66.583677
-18.325874,96,66.704245
-25.135882,96,66.774058
-27.25802,96,66.842977
-21.523971,96,66.964043
-28.664391,96,67.032226
-17.857177,96,67.152457
-26.581365,96,67.239544
-36.826671,96,67.312928
-21.921263,96,67.429347
-28.680301,96,67.495803
-24.142972,96,67.565743
-22.498087,96,67.679539
-25.192254,96,67.747751
-22.079157,96,67.869369
-29.10004,96,67.93756
-24.719821,96,68.004325
-26.125765,96,68.120781
-28.450686,96,68.195626
-28.180497,96,68.263793
-21.968532,96,68.384717
-19.934319,96,68.453483
-26.681513,96,68.587807
-25.004277,96,68.659451
-23.720633,96,68.732811
-19.629739,96,68.857656
-24.460862,96,68.933421
-28.906026,96,69.001572
-29.13029,96,69.11791
-20.447857,96,69.195929
-25.835112,96,69.31775
-19.06862,96,69.391226
-19.984615,96,69.462541
-19.173192,96,69.588098
-22.526518,96,69.656991
-27.633684,96,69.724355
-18.46719,96,69.842984
-20.126451,96,69.914034
-22.801446,96,70.042116
-24.114624,96,70.109705
-21.357152,96,70.185706
-24.305808,96,70.305123
-30.348897,96,70.377634
-19.370131,96,70.449493
-22.634369,96,70.576532
-14.878171,96,70.648139
-26.043672,96,70.771564
-23.221462,96,70.841543
-22.388031,96,70.913506
-28.082367,96,71.038124
-22.351676,96,71.110112
-21.810971,96,71.186838
-33.295657,96,71.308311
-21.567289,96,71.386269
-21.970622,96,71.510882
-29.85228,96,71.580605
-23.694039,96,71.65049
-19.073265,96,71.770112
-25.757933,96,71.83822
-18.273812,96,71.906738
-24.70127,96,72.025533
-23.325316,96,72.094606
-24.47968,96,72.231135
-26.255382,96,72.296407
-24.193926,96,72.369511
-21.237418,96,72.494053
-20.397654,96,72.562235
-29.439788,96,72.633087
-20.145151,96,72.763394
-18.310164,96,72.836092
-17.820211,96,72.961375
-25.649999,96,73.030892
-26.973486,96,73.099929
-19.734811,96,73.230258
-22.103156,96,73.308383
-22.984556,96,73.379579
-22.473914,96,73.499848
-29.143088,96,73.572966
-18.746471,96,73.692743
-27.793715,96,73.763309
-19.478888,96,73.83486
-21.863905,96,73.96014
-27.831512,96,74.029067
-19.162042,96,74.102228
-30.771284,96,74.241934
-20.473434,96,74.341103
