#{"t_start": 1788718807.8578823, "env_id": "None"}
r,l,t
-39.871839,96,11.124547
-35.412636,96,11.195328
-45.828867,96,11.323564
-32.593196,96,11.393472
-31.696448,96,11.460799
-37.303705,96,11.587658
-35.611845,96,11.675839
-44.928583,96,11.820308
-37.395869,96,11.907696
-44.097469,96,11.993301
-41.166985,96,12.147084
-42.274238,96,12.234644
-40.729798,96,12.321504
-40.12089,96,12.445672
-35.181203,96,12.517642
-48.740594,96,12.641013
-43.001439,96,12.711139
-41.995324,96,12.783819
-40.465691,96,12.910091
-40.077445,96,12.980479
-41.767804,96,13.049004
-42.168848,96,13.170506
-42.71943,96,13.260612
-35.422302,96,13.380508
-33.135099,96,13.449299
-35.671891,96,13.516998
-32.909431,96,13.636466
-31.764331,96,13.70683
-41.102935,96,13.779399
-34.528158,96,13.89737
-36.417823,96,13.965999
-48.180766,96,14.087124
-24.373584,96,14.156142
-32.743595,96,14.225915
-35.891236,96,14.351169
-40.481448,96,14.420439
-32.453035,96,14.48981
-31.727703,96,14.60665
-31.797905,96,14.676831
-37.133762,96,14.796016
-28.207725,96,14.864496
-33.128646,96,14.930477
-26.997166,96,15.047224
-37.867076,96,15.114761
-29.951353,96,15.183916
-34.733292,96,15.308546
-28.312575,96,15.379003
-30.694986,96,15.499294
-44.709658,96,15.567397
-36.234108,96,15.635282
-29.115976,96,15.754503
-31.784588,96,15.824231
-33.969362,96,15.89165
-29.653962,96,16.012826
-40.223461,96,16.083669
-33.341396,96,16.20788
-25.813565,96,16.286312
-36.482754,96,16.354354
-32.264846,96,16.47719
-32.931287,96,16.54708
-32.816842,96,16.615176
-31.207068,96,16.741009
-37.408289,96,16.811687
-24.704121,96,16.934591
-32.119428,96,17.003462
-34.708756,96,17.074106
-50.622775,96,17.34764
-28.855537,96,17.42972
-31.435914,96,17.502162
-27.678344,96,17.621201
-30.370423,96,17.689189
-49.308864,96,17.809031
-30.744471,96,17.878918
-39.257047,96,17.949815
-30.401432,96,18.067079
-36.116937,96,18.137832
-35.885289,96,18.209597
-30.836315,96,18.335007
-31.446804,96,18.407521
-28.519036,96,18.528219
-30.823534,96,18.598396
-38.916755,96,18.669261
-36.458751,96,18.790278
-26.126025,96,18.857968
-37.531016,96,18.930526
-30.359263,96,19.056694
-27.957507,96,19.129224
-33.872895,96,19.256695
-28.62502,96,19.338412
-29.172204,96,19.409723
-33.088845,96,19.534121
-26.511781,96,19.603257
-35.849247,96,19.674266
-42.115256,96,19.794039
-36.544051,96,19.864469
-28.440049,96,19.990602
-35.765421,96,20.061419
-35.573714,96,20.134847
-30.82533,96,20.267089
-35.082701,96,20.347777
-28.80721,96,20.422793
-32.414116,96,20.543082
-30.985489,96,20.612924
-34.626624,96,20.73308
-27.746903,96,20.817452
-71.268272,96,20.897973
-32.989089,96,21.028327
-36.266159,96,21.100442
-23.175815,96,21.175647
-30.272156,96,21.462774
-51.051185,96,21.541278
-23.255866,96,21.684856
-36.762565,96,21.760023
-27.208533,96,21.829963
-28.090129,96,21.956647
-22.317211,96,22.02652
-26.030684,96,22.09494
-28.255225,96,22.219559
-24.194177,96,22.290872
-27.622713,96,22.42245
-28.737452,96,22.495593
-29.546192,96,22.572782
-28.386074,96,22.703016
-30.712035,96,22.772506
-40.414769,96,22.840361
-23.20937,96,22.965628
-28.306294,96,23.036627
-45.837736,96,23.163138
-24.073496,96,23.235245
-57.486531,96,23.30564
-44.482809,96,23.440146
-27.859879,96,23.509848
-28.970085,96,23.579276
-25.467798,96,23.702853
-42.571582,96,23.776947
-37.228197,96,23.904169
-27.369133,96,23.977202
-25.85379,96,24.061153
-33.429978,96,24.197738
-38.117259,96,24.269566
-26.805838,96,24.340644
-28.028511,96,24.476098
-22.658737,96,24.546634
-27.245858,96,24.690321
-37.307804,96,24.769469
-33.075662,96,24.843569
-48.193396,96,24.978033
-26.240665,96,25.053018
-36.000578,96,25.132302
-43.676491,96,25.275096
-27.662185,96,25.350499
-45.979695,96,25.526222
-27.008299,96,25.612245
-34.572205,96,25.689067
-25.951418,96,25.834407
-37.490959,96,25.917244
-28.519762,96,26.000588
-30.969331,96,26.133684
-30.702803,96,26.207302
-28.570915,96,26.336872
-29.403163,96,26.428593
-48.179853,96,26.504977
-28.309357,96,26.635044
-25.290217,96,26.708013
-35.984806,96,26.778429
-28.98585,96,26.906215
-44.132879,96,26.977486
-27.30782,96,27.105432
-61.024595,96,27.174144
-60.532563,96,27.247308
-36.591558,96,27.380325
-24.293939,96,27.453583
-31.539263,96,27.522822
-28.40222,96,27.648339
-29.64359,96,27.720796
-24.737062,96,27.847381
-34.893259,96,27.917631
-47.782856,96,27.992239
-32.999748,96,28.123369
-50.878641,96,28.198223
-37.494772,96,28.266598
-26.51602,96,28.503779
-27.439661,96,28.576747
-34.543552,96,28.709399
-29.191926,96,28.782789
-30.565513,96,28.853199
-35.285472,96,28.987219
-32.065529,96,29.079291
-40.354444,96,29.180669
-31.87686,96,29.338723
-29.30246,96,29.443456
-43.968574,96,29.586492
-33.496831,96,29.664192
-30.314684,96,29.734733
-28.549705,96,29.851653
-35.809459,96,29.921455
-29.297799,96,29.992664
-31.855594,96,30.123595
-29.223665,96,30.208195
-32.428645,96,30.349976
-35.068518,96,30.430263
-32.648499,96,30.512957
-22.168729,96,30.644896
-31.387386,96,30.726739
-28.171827,96,30.799277
-27.623121,96,30.931006
-34.017749,96,31.004734
-29.604686,96,31.133824
-27.216717,96,31.204391
-28.462701,96,31.273281
-42.360473,96,31.402115
-28.995999,96,31.485665
-29.886851,96,31.557657
-33.202554,96,31.680927
-26.014245,96,31.749521
-29.57383,96,31.87181
-26.872013,96,31.944875
-30.057981,96,32.015213
-29.183719,96,32.13799
-26.153665,96,32.225921
-27.294938,96,32.299613
-30.357967,96,32.434841
-30.444334,96,32.53018
-30.387289,96,32.673744
-30.188485,96,32.747564
-31.844849,96,32.82206
-28.885103,96,32.948663
-28.739532,96,33.021235
-27.260472,96,33.094207
-22.424033,96,33.219082
-35.657458,96,33.289364
-43.08675,96,33.45971
-28.264883,96,33.53561
-32.537822,96,33.608018
-31.585603,96,33.741153
-36.727946,96,33.812677
-30.274806,96,33.890359
-27.511614,96,34.026112
-24.582204,96,34.101681
-28.130571,96,34.230936
-27.413239,96,34.30252
-32.020051,96,34.38977
-41.236159,96,34.551456
-31.523332,96,34.638975
-28.697869,96,34.727647
-22.129813,96,34.864002
-23.980366,96,34.93451
-30.425859,96,35.058969
-30.357646,96,35.131051
-27.645642,96,35.202443
-20.152177,96,35.329978
-24.676382,96,35.403358
-25.54262,96,35.492597
-25.309165,96,35.619563
-33.424347,96,35.694579
-30.779545,96,35.823233
-19.471537,96,35.892695
-24.494495,96,35.968791
-21.907202,96,36.096196
-27.963753,96,36.168581
-29.435577,96,36.239875
-39.623691,96,36.366857
-22.661081,96,36.44515
-28.335636,96,36.572221
-31.935896,96,36.644663
-20.919347,96,36.71653
-27.48206,96,36.858584
-21.683607,96,36.930764
-34.432253,96,37.000194
-30.559014,96,37.136027
-23.531932,96,37.208162
-30.782022,96,37.341426
-38.591945,96,37.436335
-31.446498,96,37.53965
-26.201982,96,37.697906
-29.739773,96,37.792017
-25.487511,96,37.866788
-27.697552,96,38.007013
-21.620517,96,38.088198
-41.363206,96,38.212114
-27.295841,96,38.304194
-29.640809,96,38.39412
-30.762675,96,38.555608
-19.764064,96,38.647015
-27.47444,96,38.735706
-27.481158,96,38.876154
-30.738176,96,38.964893
-30.725517,96,39.156441
-27.521103,96,39.264243
-30.533893,96,39.346094
-31.922531,96,39.500415
-24.512675,96,39.580271
-24.901688,96,39.652588
-23.656133,96,39.777595
-29.314022,96,39.851382
-22.093331,96,40.004256
-32.821341,96,40.083385
-32.252558,96,40.15252
-24.440739,96,40.280674
-32.192331,96,40.358102
-26.912468,96,40.441
-28.526845,96,40.576436
-27.018716,96,40.648431
-23.425823,96,40.777257
-25.040717,96,40.855889
-22.762704,96,40.930762
-28.592971,96,41.059246
-25.092314,96,41.128929
-27.487706,96,41.20078
-29.092679,96,41.335779
-28.692002,96,41.416796
-23.487622,96,41.550073
-26.685851,96,41.622595
-28.261138,96,41.69736
-25.435466,96,41.832588
-26.027611,96,41.907897
-25.160672,96,41.985788
-29.427318,96,42.124366
-33.61261,96,42.202265
-25.537085,96,42.351902
-31.644621,96,42.433727
-21.654783,96,42.507942
-25.477689,96,42.663986
-29.343007,96,42.738977
-34.606702,96,42.823238
-26.226301,96,42.963901
-22.944137,96,43.042057
-25.008601,96,43.174363
-29.302522,96,43.248639
-25.798357,96,43.325229
-26.09503,96,43.467257
-21.11429,96,43.557814
-23.27833,96,43.630842
-29.264089,96,43.773274
-30.408948,96,43.856458
-27.274127,96,44.012312
-23.863395,96,44.099282
-20.491318,96,44.187939
-27.379968,96,44.339095
-26.166627,96,44.415246
-22.328905,96,44.487358
-26.229426,96,44.61795
-24.233379,96,44.689097
-28.841828,96,44.815402
-21.114904,96,44.886532
-25.392202,96,44.956065
-24.036516,96,45.079642
-29.570208,96,45.147054
-25.157766,96,45.222055
-26.478493,96,45.349445
-26.149846,96,45.425931
-28.388416,96,45.553568
-27.403155,96,45.621917
-25.035222,96,45.693011
-27.532973,96,45.815035
-23.843959,96,45.888248
-23.918979,96,45.956978
-24.973248,96,46.109596
-22.049141,96,46.196511
-29.382459,96,46.335086
-24.6846,96,46.411415
-29.625056,96,46.482754
-24.345206,96,46.609887
-25.624419,96,46.68166
-32.157068,96,46.750784
-23.359529,96,46.877116
-28.057699,96,46.94516
-19.926451,96,47.070317
-28.244655,96,47.140183
-25.11467,96,47.210284
-37.813515,96,47.352367
-25.302807,96,47.436796
-26.24656,96,47.514114
-25.353012,96,47.646288
-25.837118,96,47.719707
-31.837194,96,47.85134
-27.315924,96,47.930383
-24.68107,96,47.999033
-30.070148,96,48.122308
-23.083106,96,48.192791
-24.106019,96,48.260545
-26.85531,96,48.400664
-27.747894,96,48.493134
-27.207634,96,48.647399
-22.419061,96,48.735586
-31.736039,96,48.821301
-28.613519,96,48.953231
-25.385727,96,49.02775
-28.345031,96,49.100256
-21.547424,96,49.229307
-27.642011,96,49.304822
-28.614753,96,49.457214
-25.096021,96,49.528429
-24.283816,96,49.605926
-23.424832,96,49.738323
-22.631944,96,49.814277
-26.153536,96,49.887846
-27.332819,96,50.016646
-24.739027,96,50.090076
-27.809927,96,50.217309
-22.613733,96,50.287419
-24.838175,96,50.363932
-22.274838,96,50.501301
-22.750055,96,50.574331
-27.014342,96,50.64568
-29.50495,96,50.774485
-25.483442,96,50.847725
-28.272807,96,50.973512
-26.97829,96,51.053485
-25.152144,96,51.126614
-30.292816,96,51.253425
-26.382177,96,51.330903
-25.989376,96,51.402161
-30.769933,96,51.546049
-44.012083,96,51.619861
-24.870839,96,51.747418
-20.717966,96,51.819589
-26.841063,96,51.894009
-20.457681,96,52.026438
-24.56229,96,52.098351
-28.940139,96,52.169484
-21.264159,96,52.294456
-26.695576,96,52.363826
-24.478728,96,52.498432
-24.10835,96,52.56959
-30.732593,96,52.643237
-26.418573,96,52.770129
-25.605694,96,52.83886
-29.761258,96,52.909884
-27.829224,96,53.031613
-22.072651,96,53.102788
-28.235347,96,53.224505
-21.921711,96,53.297143
-25.104019,96,53.368433
-26.719041,96,53.514377
-22.094486,96,53.583289
-29.117735,96,53.657488
-25.969373,96,53.780838
-21.30201,96,53.85215
-20.967767,96,53.987011
-22.930094,96,54.059809
-24.50203,96,54.133969
-28.671357,96,54.258236
-23.0815,96,54.32938
-25.92581,96,54.398211
-19.677385,96,54.523568
-21.243523,96,54.592798
-34.471274,96,54.721496
-18.595436,96,54.788274
-21.680597,96,54.857563
-27.344025,96,54.981884
-21.886907,96,55.052995
-19.543988,96,55.12265
-25.289842,96,55.242234
-21.7297,96,55.311189
-20.017857,96,55.436336
-22.706719,96,55.512776
-27.73668,96,55.582581
-25.161728,96,55.707085
-26.317603,96,55.777031
-17.409428,96,55.844648
-22.566942,96,55.969213
-20.202515,96,56.039348
-24.082667,96,56.163882
-26.024443,96,56.232918
-19.372505,96,56.304428
-27.222916,96,56.447594
-25.022279,96,56.521618
-22.532921,96,56.593861
-20.505198,96,56.726967
-24.649974,96,56.799103
-21.712715,96,56.929879
-22.824279,96,57.00094
-22.335885,96,57.07175
-28.960507,96,57.202863
-21.438346,96,57.275217
-23.112788,96,57.363273
-25.962114,96,57.51311
-27.630173,96,57.581821
-26.406348,96,57.71057
-22.879034,96,57.782195
-24.818105,96,57.856865
-25.724272,96,57.984664
-25.7793,96,58.054542
-21.582204,96,58.126549
-22.947039,96,58.254306
-26.576011,96,58.326275
-17.579064,96,58.458504
-23.6586,96,58.530298
-26.965503,96,58.603526
-18.330794,96,58.74037
-21.704267,96,58.809151
-25.016743,96,58.882075
-20.404186,96,59.008404
-21.360183,96,59.094131
-23.035671,96,59.24275
-18.750128,96,59.324692
-26.67881,96,59.410575
-17.816721,96,59.55192
-23.392472,96,59.625013
-29.237435,96,59.700689
-25.930476,96,59.824457
-20.315274,96,59.895581
-32.106598,96,60.020141
-23.507752,96,60.090689
-23.014111,96,60.161801
-24.803141,96,60.284244
-22.572332,96,60.352439
-22.075051,96,60.430067
-21.525291,96,60.575132
-24.013364,96,60.649665
-28.45459,96,60.777397
-26.075357,96,60.846963
-23.629042,96,60.917168
-22.348988,96,61.046449
-19.378367,96,61.13268
-33.649553,96,61.219319
-24.44907,96,61.36514
-22.012729,96,61.442857
-23.921962,96,61.572312
-25.524677,96,61.646498
-24.044553,96,61.717392
-22.658291,96,61.843007
-23.287901,96,61.911835
-20.144304,96,61.987881
-21.084558,96,62.112796
-22.492002,96,62.183127
-24.0767,96,62.305495
-23.332339,96,62.374726
-25.783053,96,62.450817
-27.253757,96,62.573596
-23.578517,96,62.645884
-20.512764,96,62.715813
-24.083139,96,62.838285
-21.748026,96,62.907918
-25.21083,96,63.033149
-17.3731,96,63.112813
-30.994831,96,63.199626
-29.68418,96,63.341722
-23.533943,96,63.425869
-27.748414,96,63.509754
-24.830735,96,63.640284
-25.278711,96,63.712213
-28.253475,96,63.834626
-21.300754,96,63.906263
-16.808812,96,63.980368
-20.26044,96,64.108246
-17.382387,96,64.182039
-21.133552,96,64.253444
-26.196102,96,64.37745
-18.89846,96,64.452538
-22.344604,96,64.574352
-22.760045,96,64.646649
-21.699015,96,64.720362
-22.882353,96,64.841708
-17.04488,96,64.911222
-21.952533,96,64.983303
-21.568618,96,65.121069
-22.416837,96,65.193449
-19.662916,96,65.313707
-22.448824,96,65.383883
-19.078869,96,65.472437
-23.303689,96,65.599261
-25.122761,96,65.676387
-28.146155,96,65.75099
-23.752289,96,65.876842
-21.929661,96,65.946793
-22.386403,96,66.071648
-22.603015,96,66.1411
-18.237256,96,66.210804
-24.502854,96,66.332396
-23.413012,96,66.404428
-30.442208,96,66.494151
-28.640579,96,66.617797
-22.888166,96,66.706093
-22.811139,96,66.850761
-22.669839,96,66.923131
-29.82233,96,66.998654
-18.257162,96,67.128076
-26.290418,96,67.197122
-23.896658,96,67.265374
-29.75735,96,67.397442
-22.350157,96,67.474013
-23.295277,96,67.601968
-21.962541,96,67.67399
-24.837089,96,67.748149
-14.649433,96,67.877343
-22.718407,96,67.948169
-17.293407,96,68.018111
-22.462182,96,68.145225
-16.316343,96,68.217929
-18.681032,96,68.362412
-30.874102,96,68.438747
-22.242011,96,68.506834
-21.711484,96,68.630946
-22.775262,96,68.704732
-19.283007,96,68.786438
-22.253581,96,68.912344
-26.316963,96,68.979718
-18.53693,96,69.107362
-24.442843,96,69.177688
-25.305478,96,69.247072
-18.178013,96,69.380295
-25.647371,96,69.472963
-23.517347,96,69.562758
-23.656595,96,69.720104
-20.359008,96,69.805726
-18.865159,96,69.931825
-22.018583,96,70.001313
-30.356886,96,70.074182
-22.11516,96,70.198343
-18.65762,96,70.282729
-21.714018,96,70.355695
-22.93113,96,70.490331
-25.734629,96,70.567981
-17.313349,96,70.701634
-24.452685,96,70.773596
-21.455561,96,70.844011
-19.927459,96,70.966453
-18.469754,96,71.035735
-19.92038,96,71.10632
-24.938672,96,71.22457
-24.02306,96,71.291391
-20.448753,96,71.444618
-22.374503,96,71.532634
-22.125838,96,71.618656
-28.794249,96,71.771465
-24.881176,96,71.84694
-24.866122,96,71.914589
-21.837826,96,72.040556
-18.366977,96,72.110131
-15.8746,96,72.231241
-20.528815,96,72.300287
-20.116569,96,72.372752
-20.648439,96,72.498408
-19.004893,96,72.570505
-22.852684,96,72.638891
-23.456051,96,72.766105
-25.818827,96,72.837391
-23.939164,96,72.960785
-20.174835,96,73.029438
-23.920593,96,73.099977
-23.735581,96,73.223961
-19.65177,96,73.294672
-25.766184,96,73.363836
-20.779374,96,73.492402
-21.40096,96,73.564223
-21.183401,96,73.6899
-22.264011,96,73.758562
-19.04072,96,73.828226
-24.176374,96,73.951385
-18.416743,96,74.021503
-23.837886,96,74.090333
-21.060548,96,74.210792
-17.240574,96,74.279763
-25.807686,96,74.406723
-16.558619,96,74.491038
-17.596561,96,74.561377
-24.54752,96,74.684462
-22.889249,96,74.756594
-22.440117,96,74.823855
-24.631791,96,74.948223
-20.203324,96,75.017404
-20.970113,96,75.140694
-21.908446,96,75.211098
-21.640617,96,75.297393
-23.68872,96,75.461386
-24.579211,96,75.533822
-27.034122,96,75.604427
-24.509516,96,75.728463
-22.461667,96,75.807667
-18.872032,96,75.93115
-22.74997,96,76.002553
-25.42939,96,76.0757
-22.857391,96,76.198139
-21.544354,96,76.278374
-21.129756,96,76.350132
-22.565497,96,76.482049
-30.761399,96,76.555252
-22.598103,96,76.676094
-29.237956,96,76.755825
-19.978637,96,76.826956
-23.740243,96,76.96221
-20.71726,96,77.031919
-25.794389,96,77.099246
-21.19853,96,77.221326
-21.734107,96,77.293142
-21.144456,96,77.415869
-18.914891,96,77.490226
-26.095238,96,77.55964
-23.547122,96,77.679317
-21.322071,96,77.750551
-18.256472,96,77.817121
-25.931603,96,77.936869
-23.796719,96,78.006606
-25.572981,96,78.127274
-24.841703,96,78.196156
-20.922987,96,78.26509
-19.551348,96,78.389167
-24.006499,96,78.470033
-22.887527,96,78.539283
-28.612622,96,78.662255
-21.179666,96,78.742687
-24.807897,96,78.864331
-24.778313,96,78.932711
-23.382225,96,79.002415
-21.088687,96,79.12671
-20.217649,96,79.197291
-19.719412,96,79.264769
-23.601372,96,79.383841
-20.999853,96,79.457377
-18.601508,96,79.576401
-28.78696,96,79.64297
-19.505862,96,79.712175
-15.480833,96,79.834321
-25.263277,96,79.903551
-26.547854,96,79.972601
-19.915417,96,80.091683
-20.246217,96,80.160785
